filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v.adv,h2o_v.adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,Tair,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,Ustar,TKE,L,X.z.d..L,bowen_ratio,T.,model,x_peak,x_offset,x_10.,x_30.,x_50.,x_70.,x_90.,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,chopper_LI.7500,detector_LI.7500,pll_LI.7500,sync_LI.7500,mean_value_RSSI_LI.7500,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w.ts_cov,w.co2_cov,w.h2o_cov,vin_sf_mean,co2_mean,h2o_mean,dew_point_mean,co2_signal_strength_7500_mean,Rg
2024-07-07T100000_smart3-01181.ghg,07-07-24,10:30,189.4374,1,18000,18000,-0.036,0,56.0114,0,171.578,0,-7.9737,0,3.9303,0,-0.398181,1.95944,0.0306,0.0449,-2.19E-14,-1.84E-15,16.2974,414.854,429.842,0,0,1369.75,34.8674,36.1271,0,0,310.007,305.87,99900.5,1.12286,1025.41,0.0255,0.254684,0.0247,3484.21,4937.82,0.022,70.5617,1453.61,299.766,1.38921,0.75482,-0.0437,1.58164,-8.61E-14,-1.34E-18,1.58164,4.93306,189.783,28.5172,-1.58206,NA,0.179075,0.722654,-8.97961,-0.259477,0.326449,-0.271656,1,14.4316,6,12,20,30,50,121,-0.0356,1.01137,65.3666,1.01987,145.154,1.07529,-11.3425,1.07529,3.32503,1.07529,800000099,800000099,800000099,800000099,800000099,800011099,800000199,800000199,80000,80000,80,81,11,10,3,14,20,14,0,0,0,0,93,0.608163,0.717008,0.120136,0.209326,0.0085,903.573,0.0568,-0.0113,3.32503,12.24,414.856,34.8673,26.5351,96.7708,1241.35
2024-07-07T103000_smart3-01181.ghg,07-07-24,11:00,189.4582,1,18000,18000,-0.0468,1,45.3905,0,178.963,0,-6.52035,0,4.09814,0,-0.647432,-0.0206,-0.132424,-0.000471,-5.29E-11,-4.46E-12,16.2327,412.84,427.752,0,0,1370.69,34.8603,36.1194,0,0,310.093,305.532,99879.4,1.12386,1025.4,0.0254,0.265559,0.0247,3482.76,4845,0.022,71.8835,1362.24,299.759,1.25334,0.271852,-0.0158,1.28258,3.93E-14,-3.26E-15,1.28258,5.12253,208.441,12.238,-0.705129,NA,0.204009,0.745399,-16.3811,-0.142237,0.25363,-0.193068,0,22.3442,-3.39081,7.67003,19.0995,29.1279,40.8523,61.2041,-0.0462,1.012,55.4573,1.01935,154.026,1.0713,-9.61935,1.0713,3.52708,1.0713,800000099,800000099,800000099,800000099,800000099,801011099,800000199,800000199,80000,80000,80,81,1,1,2,7,7,3,0,0,0,0,93,0.55429,0.833553,0.102955,0.445415,0.0158,949.576,0.0481,-0.00962,3.52708,12.2215,412.842,34.8603,26.5276,96.7619,1289.02
2024-07-07T110000_smart3-01181.ghg,07-07-24,11:30,189.479,1,18000,18000,-0.0491,1,113.575,0,285.537,0,-11.4847,0,6.54911,0,3.13084,-4.19089,0.0274,-0.0961,1.83E-10,1.48E-11,16.1608,413.26,427.535,0,0,1305.76,33.3904,34.5438,0,0,311.254,307.172,99869.3,1.11838,1024.58,0.0256,0.424382,0.0235,3335.57,5311.06,0.021,62.8042,1975.49,299.028,1.57851,0.57295,-0.0137,1.67933,-1.21E-14,1.13E-14,1.67933,5.20429,197.074,19.9493,-0.466074,NA,0.209602,1.15985,-7.09791,-0.328266,0.397757,-0.472879,0,19.7588,-2.99847,6.78255,16.8895,25.7576,36.1254,54.1224,-0.0486,1.01126,128.8,1.02013,239.272,1.07673,-18.0234,1.07673,5.48797,1.07673,800000099,800000099,800000099,800000099,800000099,800000099,800000199,810000199,80000,80000,80,81,1,4,3,15,16,4,0,0,0,0,93,1.04459,1.12732,0.147791,0.601632,0.0173,1670.97,0.112403,-0.018,5.48797,12.2,413.26,33.3907,25.7936,96.6592,1317.95
2024-07-07T113000_smart3-01181.ghg,07-07-24,12:00,189.4999,1,18000,18000,-0.0309,1,11.7284,1,167.323,1,-15.2556,1,3.83128,1,-3.30225,3.25495,0.596418,0.0745,-2.51E-11,-2.05E-12,16.6049,422.331,437.433,0,0,1357.39,34.524,35.7585,0,0,310.158,305.452,99847.2,1.12394,1025.2,0.0254,0.248267,0.0245,3448.05,4823.15,0.0218,71.4895,1375.11,299.589,1.59171,0.460244,-0.0133,1.65697,7.25E-14,-1.51E-15,1.65697,4.27672,206.716,16.1272,-0.461128,NA,0.165769,0.571327,-34.0023,-0.0685,0.0701,-0.0614,1,19.4393,9,16,28,46,81,220,-0.0305,1.01128,21.6574,1.02007,148.244,1.0764,-16.1904,1.0764,3.39443,1.0764,800000099,800000099,800000099,800001199,800001099,800001099,800000199,800010199,80000,80000,80,80,1,4,0,31,54,47,0,0,0,0,85,0.430297,0.608431,0.103927,0.608981,0.86595,5201.2,0.0188,-0.0162,3.39443,12.2159,422.242,34.5201,26.3418,87.3853,1327.65
2024-07-07T120000_smart3-01181.ghg,07-07-24,12:30,189.5207,1,18000,18000,-0.073,1,-40.4413,1,109.896,1,7.61707,0,2.50528,1,-8.79948,2.97667,0.846551,0.0679,1.91E-10,1.56E-11,17.3564,435.02,451.05,0.1,0,1418.01,35.541,36.8508,0.1,0,307.275,300.937,99824.3,1.1401,1025.72,0.0251,0.162342,0.0256,3548.81,3722.7,0.0224,95.3288,173.894,300.079,0.337041,0.963002,0.00854,1.02032,-1.96E-13,1.10E-14,1.02032,7.79156,146.034,70.7105,0.479395,NA,0.253083,1.2796,35.0894,0.0664,-0.367996,0.136644,0,28.6715,-4.35102,9.84201,24.508,37.3762,52.4207,78.5358,-0.0722,1.01157,-33.0883,1.02225,103.749,1.09049,7.81437,1.09049,2.36515,1.09049,800000099,800000099,800000099,800001199,800001199,801111199,800110199,800110199,80000,80000,80,81,2,1,0,6,90,105,0,0,0,0,71,1.66313,0.811123,0.0849,1.46946,2.00799,5742.45,-0.0283,0.00781,2.36515,12.2226,434.973,35.5717,26.8505,72.2532,1317.95
2024-07-07T123000_smart3-01181.ghg,07-07-24,13:00,189.5415,1,18000,18000,-0.120753,1,32.9495,0,292.339,0,-0.343792,1,6.66291,0,-0.452941,-3.04072,-1.13344,-0.0693,-5.19E-11,-4.28E-12,16.689,418.041,432.98,0,0,1377.42,34.5029,35.7359,0,0,306.393,300.705,99807,1.14123,1025.11,0.025,0.431757,0.0248,3444.56,3672.55,0.0217,93.792,227.992,299.572,1.48344,1.02662,0.0244,1.8042,4.24E-14,-3.11E-15,1.8042,7.14403,181.788,34.6852,0.773872,NA,0.325284,1.11587,-91.4137,-0.0255,0.11271,-0.0866,0,24.1378,-3.66301,8.28574,20.6327,31.4661,44.1317,66.1173,-0.119419,1.01117,49.7091,1.0205,256.427,1.07863,-4.3507,1.07863,5.8444,1.07863,800000099,800000099,800000099,800000099,800000099,800010099,800010199,800010199,80000,80000,80,81,11,6,1,19,27,7,0,0,0,0,88,1.2397,0.776252,0.215794,0.183613,0.0253,3748.28,0.0425,-0.00435,5.8444,12.24,418.041,34.5032,26.3297,88.3059,1289.02
2024-07-07T130000_smart3-01181.ghg,07-07-24,13:30,189.5624,1,18000,18000,-0.12313,0,8.99141,0,210.278,0,12.0099,0,4.78945,0,-1.3153,-5.71321,-0.0328,-0.130129,-6.16E-11,-4.80E-12,16.7067,417.552,431.604,0,1,1302.69,32.558,33.6537,0,0,305.503,300.032,99806.5,1.14464,1023.96,0.025,0.310357,0.0235,3250.38,3530.48,0.0205,92.066,280.107,298.592,1.37025,1.38921,-0.0024,1.95128,1.60E-14,-3.69E-15,1.95128,6.64455,173.9,45.3935,-0.0704,NA,0.32798,1.0173,-343.26,-0.00679,0.0428,-0.0234,0,22.6356,-3.43504,7.77006,19.3485,29.5078,41.385,62.0023,-0.121774,1.01114,21.2636,1.02099,186.842,1.08096,8.8648,1.08096,4.25565,1.08096,800000099,800000099,800000099,800000199,800000099,800101099,800010199,800010199,80000,80000,80,80,7,7,3,23,28,17,0,0,0,0,89,0.746903,1.03007,0.257619,0.113236,0.100999,930.314,0.0181,0.00886,4.25565,12.2307,417.545,32.5574,25.3607,89.0847,1241.35
2024-07-07T133000_smart3-01181.ghg,07-07-24,14:00,189.5832,1,18000,18000,-0.065,1,3.75031,1,109.445,1,-3.68155,2,2.48994,1,-2.31563,2.64401,1.11275,0.0602,-4.71E-11,-3.63E-12,17.4391,434.116,449.142,-0.1,0,1343.87,33.4535,34.6114,0,0,304.675,298.851,99812,1.14883,1024.46,0.0249,0.161348,0.0242,3339.95,3292.93,0.0211,100,0,299.05,0.831198,1.54855,-0.0252,1.75771,-4.21E-14,-2.70E-15,1.75771,6.98841,158.987,61.7749,-0.822451,NA,0.237851,0.671998,-313.934,-0.00742,0.0343,-0.0134,0,19.8403,-3.01084,6.81053,16.9592,25.8638,36.2744,54.3457,-0.0643,1.0112,10.1509,1.02035,97.552,1.07792,-4.59091,1.07792,2.21937,1.07792,800000099,800000099,800000099,800001199,800001199,800001199,800010199,800010199,80000,80000,80,80,20,2,2,30,43,75,0,0,0,0,74,0.577018,0.578613,0.188365,0.0214,1.54047,2542.56,0.00862,-0.00459,2.21937,12.22,434.072,33.4549,25.8113,74.8027,1175.76
2024-07-07T140000_smart3-01181.ghg,07-07-24,14:30,189.604,1,18000,18000,-0.0196,1,0.0669,1,81.3925,0,37.3036,1,1.85185,0,0.132628,0.948545,0.214221,0.0216,-5.93E-11,-4.58E-12,17.5556,437.307,452.594,-0.4,0,1355.89,33.775,34.9556,-0.1,0,304.659,298.919,99768.5,1.14793,1024.65,0.0249,0.12,0.0244,3370.58,3306.16,0.0213,100,0,299.205,0.565216,1.06791,0.00682,1.20828,-5.18E-14,-3.38E-15,1.20828,3.44692,159.481,62.1089,0.323611,NA,0.130606,0.272247,-2914.33,-0.000799,0.000822,-0.000435,1,16.5037,7,14,27,47,92,310,-0.0193,1.01225,4.91382,1.0193,73.4583,1.07042,34.0895,1.07042,1.67133,1.07042,800000099,800000099,800000099,800001199,800000099,800001099,800110199,801110199,80000,80000,80,81,1,11,0,12,40,56,0,0,0,0,73,0.259053,0.228856,0.0566,0.0115,2.02393,1647.11,0.00418,0.0341,1.67133,12.2678,437.308,33.7755,25.9713,72.5933,1093.37
2024-07-07T143000_smart3-01181.ghg,07-07-24,15:00,189.6249,1,18000,18000,-0.0238,0,13.6141,1,71.4482,0,6.62996,1,1.62655,0,1.17404,0.533511,-0.808498,0.0121,-7.07E-11,-5.65E-12,17.0319,425.236,440.183,-0.2,0,1360.04,33.9563,35.1499,-0.2,0,305.192,299.519,99739.3,1.14521,1024.77,0.025,0.1054,0.0245,3387.69,3425.56,0.0214,98.8945,37.8687,299.29,-0.355605,0.33442,-0.00133,0.488153,2.75E-14,-4.15E-15,0.488153,1.96102,74.8388,136.758,-0.156356,NA,0.144233,0.268315,-19.2761,-0.120875,0.190545,-0.0804,1,3.31786,2,3,5,8,14,38,-0.0233,1.0204,17.5864,1.02302,62.4563,1.06807,4.9421,1.06807,1.42184,1.06807,800000099,800000099,800000099,800000099,800000099,800000099,800110199,811110199,80000,80000,80,81,0,2,1,3,16,4,0,0,0,0,87,0.272324,0.241949,0.0224,0.076,0.0228,599.999,0.015,0.00494,1.42184,12.2761,425.239,33.9569,26.0605,86.7163,995.592
2024-07-07T150000_smart3-01181.ghg,07-07-24,15:30,189.6457,1,18000,18000,-0.0115,1,0.858111,1,76.9864,1,4.07562,1,1.75381,1,1.3472,0.424566,-0.149792,0.00967,-9.39E-11,-7.57E-12,16.8961,422.994,437.927,-0.3,0,1362.14,34.1011,35.305,-0.2,0,305.876,300.21,99698.3,1.14205,1024.87,0.025,0.113647,0.0245,3400.74,3567.56,0.0215,95.3237,166.828,299.355,-0.233854,0.34416,-0.0191,0.416533,6.31E-14,-5.56E-15,0.416533,1.70387,97.5462,124.196,-2.63229,NA,0.100522,0.110719,-103.501,-0.0225,0.0111,-0.00729,1,4.83256,2,4,8,13,24,75,-0.0113,1.02281,5.4523,1.02451,69.4031,1.06933,3.07891,1.06933,1.58105,1.06933,800000099,800000099,800000099,800000099,800000099,800001099,811010199,811110199,80000,80000,81,81,6,0,0,12,11,1,0,0,0,0,91,0.0727,0.126033,0.0227,0.0258,0.0039,415.786,0.00466,0.00308,1.58105,12.25,422.993,34.101,26.1259,91.9076,884.095
2024-07-07T153000_smart3-01181.ghg,07-07-24,16:00,189.6665,1,18000,18000,-0.0116,0,1.17883,1,47.2901,0,4.54635,1,1.07782,0,0.965023,2.43618,-0.120917,0.0555,-4.85E-11,-4.02E-12,16.7944,421.18,436.426,-0.2,0,1392.98,34.9338,36.1984,-0.2,0,306.365,300.705,99689.4,1.1397,1025.36,0.0251,0.0698,0.0251,3483.46,3672.58,0.022,94.8506,189.115,299.763,0.0535,0.535799,0.00392,0.538474,3.67E-14,-2.89E-15,0.538474,1.76088,141.875,84.3019,0.417523,NA,0.100775,0.0821,-75.9187,-0.0307,0.0249,-0.01,1,7.48438,3,6,12,19,36,108,-0.0114,1.01908,3.99847,1.02223,42.5594,1.06751,3.78072,1.06751,0.970001,1.06751,800000099,800000099,800000099,800000099,800000099,800000099,811110199,811110199,80000,80000,80,81,1,5,0,2,15,0,0,0,0,0,93,0.0644,0.0862,0.0136,0.0322,0.0108,563.206,0.00342,0.00378,0.970001,12.2593,421.179,34.9339,26.5327,93.9529,760.789
2024-07-07T160000_smart3-01181.ghg,07-07-24,16:30,189.6873,1,18000,18000,-0.00399,1,5.21172,1,56.4235,1,1.71658,1,1.28666,1,1.04382,1.2781,-0.250314,0.0291,-1.96E-11,-1.66E-12,16.6141,417.419,432.726,-0.2,0,1407.87,35.3717,36.6687,-0.2,0,306.873,301.242,99685.3,1.13743,1025.63,0.0251,0.0834,0.0254,3526.99,3789.4,0.0223,93.0752,262.409,299.974,0.356193,0.607688,0.0105,0.704463,5.76E-15,-1.18E-15,0.704463,2.18102,162.239,59.6236,0.854593,NA,0.0592,0.097,-3.48851,-0.667906,0.0924,-0.0754,1,17.1366,8,13,22,34,54,121,-0.00393,1.01606,8.51196,1.02054,50.1566,1.06689,0.874516,1.06689,1.14375,1.06689,800000099,800000099,800000099,800000099,800000099,800000099,810110199,811110199,80000,80000,80,80,5,15,1,23,9,3,0,0,0,0,93,0.0591,0.115055,0.0198,0.0338,0.0174,397.795,0.0073,0.000875,1.14375,12.27,417.418,35.3718,26.7442,96.1948,627.784
2024-07-07T163000_smart3-01181.ghg,07-07-24,17:00,189.7082,1,18000,18000,-0.0248,0,3.70311,1,72.2182,0,4.38216,1,1.64774,0,1.08617,0.937096,-0.231986,0.0214,1.32E-10,1.13E-11,16.4433,413.927,429.249,-0.2,0,1417.93,35.6936,37.0148,-0.2,0,307.297,301.802,99677.7,1.13509,1025.82,0.0252,0.106773,0.0256,3558.81,3914.61,0.0225,90.9109,355.803,300.127,-0.0996,0.791091,0.00746,0.797374,-2.24E-14,8.00E-15,0.797374,2.1727,122.543,97.1772,0.535907,NA,0.147889,0.13737,-76.3869,-0.0305,0.0513,-0.0215,1,7.5949,3,6,12,20,36,110,-0.0245,1.01493,7.99548,1.02,64.648,1.06709,3.30499,1.06709,1.47501,1.06709,800000099,800000099,800000099,800000099,800000099,800001099,800010199,811110199,80000,80000,80,81,9,3,0,2,15,0,0,0,0,0,93,0.101406,0.147188,0.0261,0.0132,0.00425,559.166,0.00687,0.0033,1.47501,12.2381,413.928,35.6935,26.8963,97.1104,487.356
2024-07-07T170000_smart3-01181.ghg,07-07-24,17:30,189.729,1,18000,18000,-0.0208,0,2.17839,1,29.1302,0,2.17309,1,0.664603,0,-0.101988,-0.660145,0.144413,-0.0151,-8.25E-12,-7.03E-13,16.5336,416.101,431.401,-0.1,0,1409.26,35.4669,36.7711,-0.1,0,307.224,301.749,99683.9,1.13546,1025.69,0.0252,0.0431,0.0254,3536.43,3902.7,0.0224,90.6149,366.274,300.019,-0.213043,0.986776,-0.0307,1.00998,1.93E-16,-4.99E-16,1.00998,2.64818,117.569,102.183,-1.74279,NA,0.135207,0.192023,-99.2289,-0.0235,0.0748,-0.0138,1,12.5965,5,11,20,33,61,187,-0.0205,1.01321,3.89522,1.01938,25.9388,1.06843,1.6791,1.06843,0.591792,1.06843,800000099,800000099,800000099,800000099,800000099,800001099,800010199,811110199,80000,80000,80,81,7,4,6,5,25,9,0,0,0,0,93,0.140476,0.211111,0.0325,0.00734,0.0027,279.819,0.00334,0.00168,0.591792,12.2339,416.101,35.4669,26.7901,97.1404,341.907
2024-07-07T173000_smart3-01181.ghg,07-07-24,18:00,189.7498,1,18000,18000,-0.00944,1,-5.79438,1,25.3673,1,5.02648,1,0.578608,1,-0.498542,-0.492047,0.0206,-0.0112,-4.19E-11,-3.55E-12,16.5641,416.41,431.646,-0.1,0,1404.1,35.2982,36.5897,-0.1,0,307.074,301.493,99708.8,1.13679,1025.59,0.0251,0.0375,0.0253,3520.48,3845.02,0.0223,91.5596,324.534,299.942,-0.016,1.071,-0.00372,1.07113,1.07E-14,-2.53E-15,1.07113,3.24504,127.286,90.8559,-0.198868,NA,0.0911,0.228912,11.4273,0.203897,-0.228419,0.0545,1,20.971,9,20,42,82,188,909,-0.00931,1.0146,-4.17345,1.02948,22.7576,1.11991,4.51691,1.11991,0.519082,1.11991,800000099,800000099,800000099,800000099,800000099,800101099,800010199,800110199,80000,80000,80,81,10,13,1,3,15,2,0,0,0,0,93,0.200975,0.210083,0.0468,0.00466,0.00486,370.216,-0.00358,0.00452,0.519082,12.26,416.41,35.2983,26.7129,97.1259,193.926
2024-07-07T180000_smart3-01181.ghg,07-07-24,18:30,189.7707,1,18000,18000,-0.016,1,-8.34125,1,20.5828,1,10.7555,1,0.469351,1,-0.532249,-0.145637,0.386809,-0.00332,-1.25E-10,-1.04E-11,16.8169,422.217,437.644,-0.3,0,1403.93,35.2483,36.5361,-0.3,0,306.727,301.219,99747.3,1.13828,1025.55,0.0251,0.0304,0.0253,3516.87,3784.33,0.0222,92.9324,267.46,299.925,-0.314967,0.193747,0.00658,0.369845,7.68E-14,-7.42E-15,0.369845,1.75163,61.7751,148.403,1.01923,NA,0.118736,0.128696,17.5578,0.132704,-0.405254,0.0602,1,2.17829,1,2,4,7,15,59,-0.0158,1.01619,-6.92576,1.02653,19.3924,1.09928,9.96674,1.09928,0.442207,1.09928,800000099,800000099,800000099,800000099,800000099,800001099,810110199,811110199,80000,80000,80,81,4,7,3,1,10,2,0,0,0,0,93,0.0694,0.175331,0.0126,0.0365,0.0846,156.418,-0.00593,0.00997,0.442207,12.2322,422.214,35.2482,26.6963,97.0727,59.8089
2024-07-07T183000_smart3-01181.ghg,07-07-24,19:00,189.7915,1,18000,18000,-0.00509,0,-3.78897,0,4.10648,0,6.59171,0,0.0936,0,-0.670059,0.932671,0.566845,0.0213,1.50E-11,1.24E-12,17.1854,430.713,446.597,0,0,1419.12,35.567,36.8786,0,0,306.476,300.875,99808.9,1.14014,1025.74,0.0251,0.00607,0.0256,3550.85,3709.25,0.0224,95.7297,158.398,300.088,-0.129901,0.359606,0.0131,0.382574,6.86E-14,8.75E-16,0.382574,1.32396,104.673,109.861,1.96282,NA,0.0668,0.0943,6.89595,0.33788,-0.92268,0.0485,1,6.41042,3,6,13,24,53,240,-0.00499,1.02077,-3.42015,1.03901,4.03431,1.14784,5.86877,1.14784,0.092,1.14784,800000099,800000099,800000099,800000099,800000099,800001099,811110199,811110199,80000,80000,80,81,3,5,4,3,6,12,0,0,0,0,93,0.0629,0.12012,0.00554,0.0279,0.191478,43.3029,-0.00292,0.00587,0.092,12.2,430.711,35.567,26.8602,96.9724,0
2024-07-07T190000_smart3-01181.ghg,07-07-24,19:30,189.8123,0,18000,18000,-0.00184,1,-3.72268,1,-1.35354,1,7.70917,1,-0.0308,1,-0.351019,-0.434207,0.0818,-0.0099,7.97E-12,6.54E-13,17.2483,431.937,447.798,0,0,1414.35,35.4188,36.7193,0,1,306.362,300.696,99830.1,1.14113,1025.65,0.025,-0.002,0.0255,3536.81,3670.47,0.0223,96.3585,133.66,300.021,0.341288,0.547113,-0.00936,0.644901,9.36E-14,4.62E-16,0.644901,1.88848,162.295,58.0442,-0.831713,NA,0.0402,0.119424,1.52817,1.5247,2.75034,0.0791,1,44.6786,20,43,92,179,415,2061,-0.00175,1.0511,-3.44507,1.10298,-0.466842,1.39056,5.68473,1.39056,-0.0106,1.39056,800000099,800000099,800000099,800000099,800000099,800101199,800110199,811110199,80000,80000,80,81,1,3,3,1,16,9,0,0,0,0,93,0.0672,0.154422,0.0172,0.0325,0.0798,24.4797,-0.00294,0.00568,-0.0106,12.208,431.936,35.4187,26.7928,96.941,0
2024-07-07T193000_smart3-01181.ghg,07-07-24,20:00,189.8332,0,18000,18000,-0.0119,0,-6.54334,0,1.59658,1,8.72519,0,0.0364,1,-0.109217,0.36916,0.397406,0.00841,4.24E-13,3.44E-14,17.4945,437.886,454.024,0.1,0,1420.09,35.5447,36.8547,0,1,306.321,300.64,99861.1,1.14165,1025.72,0.025,0.00236,0.0256,3550.48,3658.48,0.0224,97.0481,107.995,300.087,0.351513,0.292773,-0.0241,0.458102,-1.52E-14,2.42E-17,0.458102,1.78832,183.939,39.7907,-3.01296,NA,0.102196,0.0683,14.2832,0.163129,-4.09835,0.0547,1,4.28878,2,4,8,15,33,138,-0.0117,1.01622,-6.27003,1.02914,2.42691,1.11168,8.1268,1.11168,0.0553,1.11168,800000099,800000099,800000099,800000099,800000099,800100099,811110199,811110199,80000,80000,80,81,16,5,4,8,6,31,0,0,0,0,93,0.0649,0.0529,0.0189,0.0147,0.0552,68.5205,-0.00535,0.00813,0.0553,12.2165,437.885,35.5447,26.8583,96.8893,0
2024-07-07T200000_smart3-01181.ghg,07-07-24,20:30,189.854,0,18000,18000,-0.0185,0,-10.4177,0,5.91899,1,8.34512,0,0.134904,1,0.128941,-3.61392,-0.18589,-0.0824,3.55E-11,2.80E-12,17.3824,435.103,450.563,0,0,1370.76,34.3117,35.5309,0.1,0,306.333,300.706,99877.8,1.14212,1025,0.025,0.00874,0.0247,3427.9,3672.64,0.0216,93.3362,244.738,299.49,0.552422,0.420933,-0.0201,0.694808,-4.95E-15,2.04E-15,0.694808,2.23505,181.734,37.3066,-1.65753,NA,0.127238,0.116998,17.3125,0.134585,-1.76004,0.0699,1,6.19831,3,6,12,22,47,201,-0.0182,1.01424,-9.80703,1.02694,6.77385,1.10656,7.95331,1.10656,0.154388,1.10656,800000099,800000099,800000099,800000099,800000099,800000099,800010199,811110199,80000,80000,80,80,27,12,8,15,24,15,0,0,0,0,93,0.097,0.102976,0.034,0.0273,0.0213,135.637,-0.00838,0.00795,0.154388,12.26,435.103,34.3119,26.2617,97.045,0
2024-07-07T203000_smart3-01181.ghg,07-07-24,21:00,189.8748,0,18000,18000,-0.0124,0,-9.35595,0,5.89657,0,8.62209,0,0.134361,0,-0.484402,-1.66686,0.062,-0.038,3.50E-11,2.71E-12,17.437,436.031,451.258,0.1,0,1349.42,33.7438,34.9222,0.4,0,305.989,300.458,99895.9,1.14352,1024.66,0.025,0.00871,0.0243,3371.77,3619.73,0.0213,93.1496,247.965,299.211,0.398854,0.434181,0.000543,0.589575,-9.36E-15,2.01E-15,0.589575,2.05557,174.216,47.4283,0.0528,NA,0.103988,0.108715,10.5233,0.221414,-1.58667,0.0768,1,6.43501,3,6,12,24,52,232,-0.0122,1.01686,-8.73375,1.03233,6.45624,1.12626,8.01495,1.12626,0.147113,1.12626,800000099,800000099,800000099,800000099,800000099,801000099,811110199,811110199,80000,80000,80,81,12,9,0,4,14,11,0,0,0,0,93,0.0777,0.109092,0.0306,0.022,0.0295,18.9625,-0.00745,0.00801,0.147113,12.2878,436.031,33.7438,25.983,97.0428,0
2024-07-07T210000_smart3-01181.ghg,07-07-24,21:30,189.8956,0,18000,18000,-0.00204,1,-4.74824,1,3.83621,1,11.5604,1,0.0874,1,-0.331802,-0.159228,0.397833,-0.00363,-1.49E-11,-1.14E-12,17.6875,441.976,457.385,0,1,1348.23,33.6896,34.8641,0,1,305.788,300.288,99911.4,1.14437,1024.63,0.025,0.00566,0.0243,3366.88,3583.9,0.0212,93.9444,217.028,299.186,0.181459,0.340218,-0.00858,0.38568,-6.32E-15,-8.45E-16,0.38568,1.34801,158.677,61.9262,-1.27499,NA,0.0422,0.0403,1.39029,1.67591,-1.23774,0.0959,1,13.9941,6,13,27,50,110,481,-0.00194,1.05206,-4.13146,1.10423,3.25166,1.38544,8.48844,1.38544,0.0741,1.38544,800000099,800000099,800000099,800000099,800000099,800101099,811110199,811110199,80000,80000,80,80,13,14,3,0,1,2,0,0,0,0,93,0.0402,0.0287,0.0118,0.0285,0.156336,21.9047,-0.00352,0.00849,0.0741,12.32,441.975,33.6896,25.9584,97.0055,0
2024-07-07T213000_smart3-01181.ghg,07-07-24,22:00,189.9165,0,18000,18000,-0.00353,0,-0.272535,2,-1.95747,1,1.37632,1,-0.0446,1,-0.269356,0.265735,0.732985,0.00605,-9.36E-12,-6.98E-13,18.1364,452.922,468.757,0,1,1352.66,33.78,34.9609,0,1,305.607,300.15,99925.5,1.14502,1024.68,0.025,-0.00289,0.0244,3376.39,3555.06,0.0213,94.974,178.677,299.234,0.168128,0.184888,0.00844,0.250044,-4.66E-15,-5.16E-16,0.250044,0.99547,174.078,47.7181,1.93416,NA,0.0555,0.0339,54.9603,0.0424,0.139229,0.00418,1,4.85848,2,4,9,15,31,118,-0.00346,1.01866,-0.381409,1.02478,-1.69811,1.08673,1.29799,1.08673,-0.0387,1.08673,800000099,800000099,800000099,800000099,800000099,800000099,811110199,811110199,80000,80000,81,80,0,1,2,22,4,17,0,0,0,0,93,0.0353,0.0251,0.00738,0.04,0.310881,42.5527,-0.000325,0.0013,-0.0387,12.2563,452.92,33.78,26.006,96.957,0
2024-07-07T220000_smart3-01181.ghg,07-07-24,22:30,189.9373,0,18000,18000,-0.00239,1,-0.494465,1,-0.825253,1,2.68477,1,-0.0188,1,-0.659939,0.490262,1.29348,0.0112,-7.25E-11,-5.21E-12,18.9346,472.213,488.806,0,1,1361.17,33.9465,35.1393,0,1,305.23,299.813,99949,1.1465,1024.77,0.0249,-0.00122,0.0245,3393.83,3485.35,0.0214,97.3741,91.5236,299.321,0.152999,-0.0932,0.00329,0.17917,-2.01E-14,-3.83E-15,0.17917,0.721967,251.165,328.658,1.0533,NA,0.0456,0.0457,16.8467,0.138306,0.599168,0.00922,1,3.40048,2,3,6,12,25,103,-0.00234,1.02245,-0.526971,1.03185,-0.641859,1.11135,2.44769,1.11135,-0.0146,1.11135,800000099,800000099,800000099,800000099,800000099,800000099,811110199,811110199,80000,80000,80,81,1,9,0,11,3,2,0,0,0,0,93,0.0222,0.0678,0.00133,0.00767,0.184958,7.91242,-0.000449,0.00245,-0.0146,12.2361,472.212,33.9465,26.0932,96.8229,0
